"Geographic Level","Geographic Name","Demographic Level","Demographic Name","Indicator_label","Indicator_category_label","Month_Week","Week_ending","Current_Season_Week_Ending_Label","Estimate","CI_Half_width_95pct","Unweighted Sample Size","Weighted Sample Size","Legend_Label","Indicator_Category_Label_Sort","Demographic_Level_Sort_Order","Geography_name_order","Geography_Level_Sort_Order","Season_Sort","Legend_Sort","suppression_flag","influenza_season"
"State","North Carolina","Overall","Overall","Up-to-date","Yes","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","45.7975","3.6764","2049","2363607","2024-2025, North Carolina. Overall (6 months-17 years)",,"1","46","3","2","2460101","0","2024-2025"
"Substate","Illinois-Rest of State","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","1.0818","2.1334","90","2911964","2024-2025, Illinois-Rest of State. Overall (6 months-17 years)","2","1","67","4","2","2670101","0","2024-2025"
"State","North Dakota","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","0.2","0.4038","57","124908","2024-2025, North Dakota. Overall (6 months-17 years)","2","1","47","3","2","2470101","0","2024-2025"
"Substate","Illinois-Rest of State","Overall","Overall","4-level vaccination and intent","Received a vaccination","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","47.0568","3.2027","2960","2911964","2024-2025, Illinois-Rest of State. Overall (6 months-17 years)","1","1","67","4","2","2670101","0","2024-2025"
"State","North Dakota","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","6.0149","6.7621","57","124908","2024-2025, North Dakota. Overall (6 months-17 years)","3","1","47","3","2","2470101","0","2024-2025"
"Substate","New York-Rest of State","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","8.548","14.3202","52","2493325","2024-2025, New York-Rest of State. Overall (6 months-17 years)","3","1","69","4","2","2690101","0","2024-2025"
"State","North Dakota","Overall","Overall","Up-to-date","Yes","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","42.7289","4.1347","1861","124908","2024-2025, North Dakota. Overall (6 months-17 years)",,"1","47","3","2","2470101","0","2024-2025"
"Substate","Pennsylvania-Philadelphia County","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","32.1187","13.0924","82","447966","2024-2025, Pennsylvania-Philadelphia County. Overall (6 months-17 years)","4","1","70","4","2","2700101","0","2024-2025"
"State","Ohio","Overall","Overall","4-level vaccination and intent","Received a vaccination","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","45.6255","4.4698","1547","751400","2024-2025, Ohio. Overall (6 months-17 years)","1","1","48","3","2","2480101","0","2024-2025"
"Substate","Pennsylvania-Philadelphia County","Overall","Overall","4-level vaccination and intent","Received a vaccination","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","61.0876","4.8555","2037","447966","2024-2025, Pennsylvania-Philadelphia County. Overall (6 months-17 years)","1","1","70","4","2","2700101","0","2024-2025"
"State","Ohio","Overall","Overall","Up-to-date","Yes","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","45.6255","4.4698","1547","751400","2024-2025, Ohio. Overall (6 months-17 years)",,"1","48","3","2","2480101","0","2024-2025"
"Substate","Pennsylvania-Philadelphia County","Overall","Overall","Up-to-date","Yes","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","61.0876","4.8555","2037","447966","2024-2025, Pennsylvania-Philadelphia County. Overall (6 months-17 years)",,"1","70","4","2","2700101","0","2024-2025"
"State","Oklahoma","Overall","Overall","Up-to-date","Yes","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","36.58","3.1807","2244","2125047","2024-2025, Oklahoma. Overall (6 months-17 years)",,"1","49","3","2","2490101","0","2024-2025"
"Substate","Pennsylvania-Rest of State","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","36.8706","13.4416","70","1768206","2024-2025, Pennsylvania-Rest of State. Overall (6 months-17 years)","4","1","71","4","2","2710101","0","2024-2025"
"State","Oregon","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","43.2711","15.9318","60","901716","2024-2025, Oregon. Overall (6 months-17 years)","4","1","50","3","2","2500101","0","2024-2025"
"Substate","Pennsylvania-Rest of State","Overall","Overall","Up-to-date","Yes","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","50.725","3.4042","2565","1768206","2024-2025, Pennsylvania-Rest of State. Overall (6 months-17 years)",,"1","71","4","2","2710101","0","2024-2025"
"State","Oregon","Overall","Overall","Up-to-date","Yes","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","45.678","3.6556","2004","901716","2024-2025, Oregon. Overall (6 months-17 years)",,"1","50","3","2","2500101","0","2024-2025"
"Substate","Texas-City of Houston","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","17.1919","15.9607","33","1125712","2024-2025, Texas-City of Houston. Overall (6 months-17 years)","4","1","73","4","2","2730101","0","2024-2025"
"State","Pennsylvania","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","36.2941","10.7827","152","2216172","2024-2025, Pennsylvania. Overall (6 months-17 years)","4","1","51","3","2","2510101","0","2024-2025"
"Substate","Texas-City of Houston","Overall","Overall","4-level vaccination and intent","Received a vaccination","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","53.6173","4.0489","2610","1125712","2024-2025, Texas-City of Houston. Overall (6 months-17 years)","1","1","73","4","2","2730101","0","2024-2025"
"State","Pennsylvania","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","7.9303","7.4166","152","2216172","2024-2025, Pennsylvania. Overall (6 months-17 years)","3","1","51","3","2","2510101","0","2024-2025"
"Substate","Texas-City of Houston","Overall","Overall","Up-to-date","Yes","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","53.6173","4.0489","2610","1125712","2024-2025, Texas-City of Houston. Overall (6 months-17 years)",,"1","73","4","2","2730101","0","2024-2025"
"State","Pennsylvania","Overall","Overall","4-level vaccination and intent","Received a vaccination","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","52.5184","2.9492","4602","2216172","2024-2025, Pennsylvania. Overall (6 months-17 years)","1","1","51","3","2","2510101","0","2024-2025"
"State","Pennsylvania","Overall","Overall","Up-to-date","Yes","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","52.5184","2.9492","4602","2216172","2024-2025, Pennsylvania. Overall (6 months-17 years)",,"1","51","3","2","2510101","0","2024-2025"
"State","Puerto Rico","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","12.494","10.976","53","484668","2024-2025, Puerto Rico. Overall (6 months-17 years)","2","1","52","3","2","2520101","0","2024-2025"
"State","Puerto Rico","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","39.8694","18.8654","53","484668","2024-2025, Puerto Rico. Overall (6 months-17 years)","3","1","52","3","2","2520101","0","2024-2025"
"State","Puerto Rico","Overall","Overall","Up-to-date","Yes","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","22.1275","2.0469","3235","484668","2024-2025, Puerto Rico. Overall (6 months-17 years)",,"1","52","3","2","2520101","0","2024-2025"
"State","Rhode Island","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07",,,"26","132390","2024-2025, Rhode Island. Overall (6 months-17 years)","4","1","53","3","2","2530101","1","2024-2025"
"State","Rhode Island","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07",,,"26","132390","2024-2025, Rhode Island. Overall (6 months-17 years)","2","1","53","3","2","2530101","1","2024-2025"
"State","Rhode Island","Overall","Overall","4-level vaccination and intent","Received a vaccination","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07",,,"1408","132390","2024-2025, Rhode Island. Overall (6 months-17 years)","1","1","53","3","2","2530101","1","2024-2025"
"State","South Carolina","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","46.5693","18.2908","53","1640207","2024-2025, South Carolina. Overall (6 months-17 years)","4","1","54","3","2","2540101","0","2024-2025"
"State","South Dakota","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","45.6469","22.7897","34","104548","2024-2025, South Dakota. Overall (6 months-17 years)","4","1","55","3","2","2550101","0","2024-2025"
"State","South Dakota","Overall","Overall","4-level vaccination and intent","Received a vaccination","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","48.0701","4.2221","2076","104548","2024-2025, South Dakota. Overall (6 months-17 years)","1","1","55","3","2","2550101","0","2024-2025"
"State","Tennessee","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","1.8731","3.7059","52","1212554","2024-2025, Tennessee. Overall (6 months-17 years)","2","1","56","3","2","2560101","0","2024-2025"
"State","Tennessee","Overall","Overall","4-level vaccination and intent","Received a vaccination","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","41.0289","3.7189","1895","1212554","2024-2025, Tennessee. Overall (6 months-17 years)","1","1","56","3","2","2560101","0","2024-2025"
"State","Texas","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","6.4068","5.29","132","4164875","2024-2025, Texas. Overall (6 months-17 years)","2","1","57","3","2","2570101","0","2024-2025"
"State","Texas","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","10.5867","6.5091","132","4164875","2024-2025, Texas. Overall (6 months-17 years)","3","1","57","3","2","2570101","0","2024-2025"
"State","Texas","Overall","Overall","Up-to-date","Yes","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","48.5078","2.1276","8274","4164875","2024-2025, Texas. Overall (6 months-17 years)",,"1","57","3","2","2570101","0","2024-2025"
"State","Utah","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","48.5024","18.1793","58","1027773","2024-2025, Utah. Overall (6 months-17 years)","4","1","59","3","2","2590101","0","2024-2025"
"State","Utah","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","3.0885","4.5246","58","1027773","2024-2025, Utah. Overall (6 months-17 years)","3","1","59","3","2","2590101","0","2024-2025"
"State","Utah","Overall","Overall","4-level vaccination and intent","Received a vaccination","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","47.4875","4.4571","1305","1027773","2024-2025, Utah. Overall (6 months-17 years)","1","1","59","3","2","2590101","0","2024-2025"
"State","Vermont","Overall","Overall","4-level vaccination and intent","Received a vaccination","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","65.1857","6.7014","1557","155691","2024-2025, Vermont. Overall (6 months-17 years)","1","1","60","3","2","2600101","0","2024-2025"
"State","U.S. Virgin Islands","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","40.417","20.3913","30","16364","2024-2025, Virgin Islands. Overall (6 months-17 years)","4","1","58","3","2","2580101","0","2024-2025"
"State","U.S. Virgin Islands","Overall","Overall","Up-to-date","Yes","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","20.6958","4.4356","533","16364","2024-2025, Virgin Islands. Overall (6 months-17 years)",,"1","58","3","2","2580101","0","2024-2025"
"State","Virginia","Overall","Overall","4-level vaccination and intent","Received a vaccination","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","56.221","3.582","2629","1811135","2024-2025, Virginia. Overall (6 months-17 years)","1","1","61","3","2","2610101","0","2024-2025"
"State","Virginia","Overall","Overall","Up-to-date","Yes","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","56.221","3.582","2629","1811135","2024-2025, Virginia. Overall (6 months-17 years)",,"1","61","3","2","2610101","0","2024-2025"
"State","Washington","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","40.346","14.7954","93","1580035","2024-2025, Washington. Overall (6 months-17 years)","4","1","62","3","2","2620101","0","2024-2025"
"State","Washington","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","0.2381","0.4726","93","1580035","2024-2025, Washington. Overall (6 months-17 years)","2","1","62","3","2","2620101","0","2024-2025"
"State","Washington","Overall","Overall","4-level vaccination and intent","Received a vaccination","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","51.1399","4.7388","1484","1580035","2024-2025, Washington. Overall (6 months-17 years)","1","1","62","3","2","2620101","0","2024-2025"
"State","West Virginia","Overall","Overall","4-level vaccination and intent","Received a vaccination","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","40.737","3.8092","2295","598458","2024-2025, West Virginia. Overall (6 months-17 years)","1","1","63","3","2","2630101","0","2024-2025"
"State","Wisconsin","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","39.1103","25.6202","39","768510","2024-2025, Wisconsin. Overall (6 months-17 years)","4","1","64","3","2","2640101","0","2024-2025"
"State","Wisconsin","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","12.4045","18.7556","39","768510","2024-2025, Wisconsin. Overall (6 months-17 years)","3","1","64","3","2","2640101","0","2024-2025"
"State","Wyoming","Overall","Overall","4-level vaccination and intent","Received a vaccination","March Week 2","2025 Mar 08 12:00:00 AM","2026-03-07","36.9972","4.5263","1789","166076","2024-2025, Wyoming. Overall (6 months-17 years)","1","1","65","3","2","2650101","0","2024-2025"
